Feature,Coefficient
Localidad_Base Belgrano Ii,-2.2612437493836782e-11
Localidad_El Mirador,-2.2688194880108484e-11
Localidad_Los Robles,-2.2764224790122013e-11
Localidad_Barrio El Petróleo,-2.282814039511386e-11
Localidad_San Blas,-2.2936290020396543e-11
Partido_General Lavalle,-2.3029368653575087e-11
Localidad_Puesto Sey,-2.3040907714968954e-11
Localidad_Barrio Frontera,-2.305765980079155e-11
Partido_Utracán,-2.3166146621191657e-11
Localidad_Chilca Juliana,-2.3208922552404068e-11
Localidad_Cangrejillos,-2.3358256739027534e-11
Localidad_La Majada,-2.3603351293588452e-11
Localidad_Pampa Vieja,-2.366637796869826e-11
Localidad_Mauricio Mayer,-2.3750557519501194e-11
Localidad_La Rinconada,-2.3759805389265197e-11
Localidad_Batavia,-2.3766361567537742e-11
Localidad_La Maruja,-2.377005205873653e-11
Localidad_Colonia Anguinán,-2.378765695119239e-11
Localidad_Fortín Inca,-2.3846072543798317e-11
Localidad_Alto Verde,-2.385088007674505e-11
Localidad_La Carrera,-2.390358181213775e-11
Localidad_Barrio Norte (municipio de Cipolletti),-2.3988778958144893e-11
Localidad_Hasse,-2.3989755134708402e-11
Localidad_Lafinur,-2.4034713428408504e-11
Localidad_Santa Catalina,-2.4038540968887617e-11
Localidad_Villa General San Martín - Campo Afuera,-2.4057309713043068e-11
Localidad_Pichi Huinca,-2.406961017668477e-11
Localidad_El Hoyo,-2.4095302243755588e-11
Localidad_Dr. Manuel Belgrano,-2.4116226174973246e-11
Localidad_Ballesteros Sur,-2.4204463593287687e-11
Localidad_Paso Grande,-2.4286774229065656e-11
Localidad_Aldea Epulef,-2.4301338364411908e-11
Localidad_Silva (Est. Abipones),-2.43515709883139e-11
Localidad_Pozo de Maza,-2.4384238947530756e-11
Partido_Adolfo Gonzales Chaves,-2.4389599717225594e-11
Localidad_Bernardo Larroude,-2.4437277584699886e-11
Localidad_Barrio Santa Rita,-2.4465378191564892e-11
Localidad_San Jerónimo,-2.4472999805794846e-11
Partido_Ischilín,-2.4476178487322355e-11
Localidad_Sargento Moya,-2.4495456843958133e-11
Localidad_Angulos,-2.4519019258759743e-11
Localidad_Relmo,-2.460530550099632e-11
Localidad_Panambí,-2.465728571350999e-11
Localidad_Guanchín,-2.4665474169995428e-11
Localidad_Los Cardozos,-2.467537154320304e-11
Localidad_Nueva Pompeya,-2.4701856174308082e-11
Localidad_Pueblo Illia,-2.471818271675612e-11
Localidad_Naupa Huen,-2.4726255588634692e-11
Localidad_Chuquis,-2.4750317926666007e-11
Localidad_Varela,-2.475281853225374e-11
Localidad_Villa Borjas - La Chimbera,-2.4760120782469463e-11
Localidad_Delfín Gallo,-2.4771540803523582e-11
Localidad_Chañarmuyo,-2.479636037657985e-11
Localidad_Huaco,-2.4822236443377946e-11
Localidad_Villa Figueroa,-2.4831528649024417e-11
Localidad_Limay Mahuida,-2.484889260329096e-11
Localidad_Cona Niyeu,-2.4878175636115005e-11
Localidad_Manuel García Fernández,-2.4879783512955855e-11
Localidad_Paicone,-2.4912672302985995e-11
Localidad_Amaná,-2.492262840047228e-11
Partido_Bermejo,-2.4925005199278786e-11
Localidad_Betbeder,-2.4955664473614598e-11
Localidad_Las Talas,-2.4956794470280213e-11
Localidad_Durazno,-2.496696830867103e-11
Localidad_Villa del Parque,-2.496842807758509e-11
Localidad_Sauce Montrull,-2.498055295099737e-11
Localidad_Pilquiniyeu,-2.5007204623399455e-11
Localidad_Jama,-2.501120077847367e-11
Localidad_Bagual,-2.5012451664001115e-11
Localidad_Ministro Ramos Mexía,-2.5015258323175963e-11
Localidad_San José del Boquerón,-2.5054497220477022e-11
Localidad_Centro Forestal,-2.5055294065427097e-11
Localidad_Los Alisos,-2.5062564193538607e-11
Localidad_Estación Yuquerí,-2.5063761081146717e-11
Localidad_Pilquiniyeu del Limay,-2.5080152073193438e-11
Localidad_Clemente Onelli,-2.5083440944079587e-11
Localidad_El Barrial,-2.508491172730021e-11
Localidad_Sarah,-2.5088403838287848e-11
Localidad_Barrio La Rotonda,-2.5103634738144064e-11
Localidad_La Invernada,-2.5155102503028047e-11
Localidad_Puerto Pilcomayo,-2.5164023610330235e-11
Localidad_Yavi Chico,-2.5168005690629657e-11
Localidad_La Mesada,-2.516842937070661e-11
Localidad_Andrade,-2.51949459304531e-11
Localidad_Ingeniero Forres (Est. Chaguar Punco),-2.5197809528349812e-11
Localidad_El Moreno,-2.5220057510978204e-11
Localidad_Mina Providencia,-2.523166047470489e-11
Localidad_La Falda De San Antonio,-2.5261920300908592e-11
Localidad_Río del Valle,-2.526790846558338e-11
Localidad_Colonia del Valle,-2.528350341744053e-11
Localidad_El Alamito,-2.530708065337972e-11
Localidad_El Nihuil,-2.5340887704323475e-11
Localidad_Fortuna,-2.534855807649601e-11
Localidad_Vista Alegre Sur,-2.536009380038808e-11
Localidad_Villa La Rivera (Oliveros),-2.5381850299865052e-11
Localidad_Hipatia,-2.5430330399806365e-11
Localidad_La Angelina,-2.5436109926853406e-11
Localidad_Piquete Cabado,-2.5443978556321194e-11
Localidad_Barrio Jesús de Nazaret,-2.544813116827822e-11
Localidad_Hernán Mejía Miraval,-2.5456150801771423e-11
Localidad_Itín,-2.5458416673976535e-11
Localidad_Zanjitas,-2.5468865920685113e-11
Localidad_Nueva Trinidad,-2.547428858476036e-11
Localidad_Iruya,-2.547698970324276e-11
Localidad_Villa de Praga,-2.5489723614372834e-11
Localidad_Chavarría,-2.5497626159229123e-11
Localidad_Nácate,-2.5501304075683474e-11
Localidad_Ambil,-2.5505208784294274e-11
Localidad_La Playa,-2.5514873459493166e-11
Localidad_Jaime Prats,-2.5548548487695673e-11
Localidad_Arroyo Verde,-2.557083432322436e-11
Localidad_Malligasta,-2.5578586847934834e-11
Localidad_Sumalao,-2.5588861102116594e-11
Localidad_Ampascachi,-2.5593358035133914e-11
Localidad_Beazley,-2.5603835143066714e-11
Localidad_San Pablo,-2.5616502227175764e-11
Localidad_Anjullón,-2.5625112845964474e-11
Localidad_La Tercena,-2.565771094812028e-11
Localidad_Colonia Vichigasta,-2.5666758021406665e-11
Localidad_Mariano Moreno,-2.5681815009716793e-11
Localidad_El Cholar,-2.5730376615334037e-11
Localidad_Laguna Gallo,-2.5746067660693537e-11
Localidad_Salicas - San Blas,-2.574781922557343e-11
Localidad_San José del Morro,-2.5752591225515793e-11
Localidad_Villa General San Martin,-2.5778618975205437e-11
Localidad_Mogna,-2.578382033971871e-11
Localidad_Barrio Destacamento,-2.5791747525654186e-11
Localidad_Catua,-2.580932948233118e-11
Localidad_Hipólito Yrigoyen (Est. Iturbe),-2.5821137032168942e-11
Localidad_Puerto Mado,-2.5868674290402082e-11
Localidad_Barrio Pinar,-2.5874146137064573e-11
Localidad_Huacalera,-2.5879385075911915e-11
Localidad_Santa Vera Cruz,-2.5905891208668185e-11
Localidad_La Carolina,-2.5922856791229056e-11
Localidad_Unanué,-2.5933588643492176e-11
Localidad_Pismanta,-2.595902757557445e-11
Localidad_Huáncar,-2.5964821273497338e-11
Localidad_Buen Pasto,-2.597190390361886e-11
Localidad_El Bañado,-2.5972391961046708e-11
Localidad_Medellín,-2.5986873883088668e-11
Localidad_El Bordo,-2.5990919458320896e-11
Localidad_Patay,-2.5997000295988854e-11
Localidad_Desaguadero,-2.6013785588781034e-11
Localidad_Abramo,-2.603315357612812e-11
Localidad_Sumampa Viejo,-2.6034267552781455e-11
Localidad_Paso Flores,-2.6037328864994367e-11
Localidad_Barrio Porvenir,-2.603993240979216e-11
Localidad_Bárcena,-2.604662303916712e-11
Localidad_Balneario La Verde,-2.6068250998511804e-11
Localidad_Uquía (Est. Senador Pérez),-2.6099842481633846e-11
Localidad_El Medanito,-2.6106811410921397e-11
Localidad_Cusi Cusi,-2.6123490739564603e-11
Localidad_Febré,-2.612511735374387e-11
Localidad_Puerto San Antonio Este,-2.6151019199838227e-11
Localidad_Pozo Del Mistol,-2.6221907407678295e-11
Localidad_Alta Italia,-2.624603376208668e-11
Localidad_Fortín Soledad,-2.6251935946220202e-11
Localidad_Casira,-2.626371284121414e-11
Localidad_Hambis,-2.626578818499435e-11
Localidad_Poscaya,-2.6273506706313403e-11
Localidad_Piñalito Sur,-2.6277147388953158e-11
Localidad_Suriyaco,-2.627748336945244e-11
Localidad_Villa de la Quebrada,-2.6302201137876594e-11
Localidad_Juan Llerena,-2.6322406367840306e-11
Localidad_El Hueco,-2.6346903439354185e-11
Localidad_Cabalango,-2.6389192100250766e-11
Localidad_Gobernador Echagüe,-2.6396290081281812e-11
Localidad_San Ramón,-2.6405716888534703e-11
Localidad_Jocolí,-2.642065866875437e-11
Localidad_La Bajada,-2.6432672308110106e-11
Localidad_Mutquin,-2.6433935991021158e-11
Localidad_Jagüé,-2.645340709840823e-11
Partido_General Viamonte,-2.646073848362378e-11
Localidad_Juventud Unida,-2.647436884115998e-11
Localidad_Pinchas,-2.6480161481864525e-11
Localidad_Iglesia,-2.648189447033329e-11
Localidad_Barrio Caleta Cordova,-2.6502176271715342e-11
Localidad_Villa Teresa,-2.6507499358911213e-11
Localidad_Paraíso,-2.653515848985986e-11
Localidad_Las Toscas,-2.653638268313103e-11
Localidad_Cruce Caballero,-2.654226685374722e-11
Localidad_Tuyubil,-2.658458665617271e-11
Localidad_Aicuña,-2.6590571184794348e-11
Localidad_Barrio Unión,-2.6593705043185412e-11
Localidad_Isca Yacu,-2.659807110966781e-11
Localidad_El Chaltén,-2.6604489146147072e-11
Partido_Carmen de Areco,-2.661744207364541e-11
Localidad_La Primavera,-2.662508841286721e-11
Localidad_Conhelo,-2.663102327856798e-11
Localidad_Reducción de Abajo,-2.6631161968093445e-11
Localidad_Adolfo Van Praet,-2.664542897944425e-11
Localidad_El Puesto,-2.6645804766644712e-11
Localidad_Jarilla,-2.6658771989630303e-11
Localidad_Nahuel Mapá,-2.6674222084369677e-11
Localidad_Leleque,-2.6674880641050954e-11
Localidad_Santa Cruz,-2.6679074700732973e-11
Localidad_Chaupihuasi,-2.6686699539146208e-11
Localidad_San José de La Cocha,-2.6699288064085907e-11
Localidad_7 de Abril,-2.669974323928902e-11
Localidad_Abra Grande,-2.6703246984991308e-11
Localidad_San Francisco de Asís,-2.6704183112649608e-11
Localidad_San Gerónimo,-2.6714991217338788e-11
Localidad_Roversi,-2.67748119741677e-11
Localidad_Ingeniero Otto Krause,-2.677923791074737e-11
Localidad_Estación Robles,-2.6783322075672772e-11
Localidad_Cerro de Oro,-2.678682789030298e-11
Localidad_Liviara,-2.6796946982947118e-11
Localidad_Calingasta,-2.682452654937922e-11
Localidad_Villa Mirasol,-2.6848043786086245e-11
Localidad_Colpes,-2.685294770339138e-11
Localidad_Crucesitas Séptima Sección,-2.6859635362546772e-11
Localidad_Sierra Pailemán,-2.6869463047967386e-11
Localidad_Bermejo,-2.6887659183027607e-11
Localidad_Mamuel Choique,-2.6902438113736217e-11
Localidad_Pueblo Pablo Torelo (Est. Otumpa),-2.6904915364649143e-11
Localidad_Líbaros,-2.6914487679071574e-11
Localidad_El Toro,-2.6917485532320847e-11
Localidad_Don Emilio,-2.692790028898116e-11
Localidad_Saira,-2.6930401373699056e-11
Localidad_Piquirenda,-2.6939711033286175e-11
Localidad_Chauchillas,-2.694171450654872e-11
Localidad_El Espino,-2.6966885185970157e-11
Localidad_Cuatro Bocas,-2.6972456265121943e-11
Localidad_Pampa Grande,-2.6985736248025876e-11
Localidad_Santa Rosa de los Pastos Grandes,-2.7008537601212325e-11
Localidad_Barrio La Costa,-2.7009295569413465e-11
Localidad_Aldea San Rafael,-2.7012143003704924e-11
Localidad_León,-2.7036296151068634e-11
Localidad_Dos Acequias (Est. Los Angacos),-2.7059888695576728e-11
Localidad_Siján,-2.7078916513720393e-11
Localidad_Villa del Prado,-2.709033770723127e-11
Localidad_Yaminué,-2.7091637247276185e-11
Localidad_Nuevo Pirquitas,-2.7096516025788077e-11
Localidad_Luis Burela,-2.7099556080815175e-11
Localidad_San Juan de Quillaqués,-2.7106515362360273e-11
Localidad_La Almona,-2.7110950304299323e-11
Localidad_El Corcovado - El Torreón,-2.712538713560204e-11
Localidad_Andacollo,-2.7130117279469155e-11
Localidad_Villa Escolar,-2.7133962537351512e-11
Partido_Chical Co,-2.7140109363407964e-11
Localidad_La Humada,-2.7140109363407964e-11
Localidad_La Redonda,-2.714197067528944e-11
Localidad_Yavi,-2.7151044255184537e-11
Localidad_Treneta,-2.7168598261006057e-11
Localidad_Barrio Ruca Luhé,-2.7176180788531835e-11
Localidad_Lagunillas de Farallón,-2.7195736724294923e-11
Localidad_Manzano Amargo,-2.720566324554557e-11
Localidad_Villa Alberdi,-2.7207401594737743e-11
Localidad_La Isleta,-2.7211770928271334e-11
Localidad_Parada Acuña,-2.7250002686580327e-11
Localidad_Renca,-2.7257414061915133e-11
Localidad_La Travesía,-2.7262799788875444e-11
Localidad_La Buitrera,-2.7271508259441523e-11
Localidad_La Silleta,-2.7279710058472508e-11
Localidad_El Potrillo,-2.7288869502505954e-11
Localidad_Barrio Guerrico,-2.7294510666050986e-11
Localidad_Andolucas,-2.7315964086052787e-11
Localidad_Barrio Los Pinares,-2.7327102806517022e-11
Localidad_La Punilla,-2.7347076327558068e-11
Partido_San Antonio de Areco,-2.7351176342094e-11
Localidad_Acoyte,-2.735435180006311e-11
Localidad_Base San Martin,-2.7361318438177634e-11
Localidad_Ingeniero Gustavo André,-2.7362801381387575e-11
Localidad_San José de Orquera,-2.7365283410673037e-11
Localidad_Paraje San Manuel,-2.736954120964175e-11
Localidad_Villa Salles,-2.7374942971248865e-11
Localidad_Santa Rita de Catuna,-2.7381336574907925e-11
Localidad_Santa Victoria,-2.7383639897528143e-11
Localidad_XX de Setiembre,-2.7392372936434975e-11
Localidad_Aminga,-2.740003433716695e-11
Localidad_Martín de Loyola,-2.741661820306967e-11
Localidad_Cazador,-2.7424242362020924e-11
Localidad_Navia,-2.7430016197571952e-11
Localidad_Vaca Huañuna,-2.7433997022023095e-11
Localidad_Las Delicias,-2.74367265800851e-11
Localidad_Cerro Cóndor,-2.744408949691612e-11
Localidad_Rucanelo,-2.7447051765070112e-11
Localidad_Garayalde,-2.7460359234566823e-11
Localidad_Las Barrancas,-2.746552572521717e-11
Localidad_Parque Calmayo,-2.7471093532073102e-11
Partido_Nogoyá,-2.7485950775970134e-11
Localidad_Morales,-2.7500663491568468e-11
Localidad_Villa Borjas,-2.7512417380322798e-11
Localidad_Pampayasta Norte,-2.7520284544082722e-11
Localidad_Barrio Santa Teresita,-2.752962911519119e-11
Localidad_La Gloria,-2.7544811756951784e-11
Localidad_Dos de Mayo Núcleo I,-2.7550221532083247e-11
Localidad_Barreal - Villa Pituil,-2.755958503518028e-11
Localidad_Barrio El Cepillo,-2.7569163516048138e-11
Localidad_Conlara,-2.7569359280750948e-11
Localidad_Chañar,-2.7584135521746772e-11
Localidad_La Chispa,-2.7588563422757483e-11
Localidad_La Firmeza,-2.7617300559425398e-11
Localidad_Tricao Malal,-2.7621026902837597e-11
Partido_San Cayetano,-2.7625548940088777e-11
Localidad_Estación La Punta,-2.76473049159991e-11
Localidad_Carro Quemado,-2.765267208904277e-11
Partido_Valle Grande,-2.7654337163685504e-11
Localidad_Ramayón,-2.7657636016630854e-11
Localidad_Barrios,-2.765915648126982e-11
Localidad_Villa Traful,-2.7664695823354447e-11
Localidad_Cieneguillas,-2.7666409923647396e-11
Localidad_Villa General Roca,-2.767759189577138e-11
Localidad_Olaroz Chico,-2.7688916912673653e-11
Localidad_Las Malvinas,-2.7690888519981154e-11
Localidad_El Chocón,-2.769702097606139e-11
Localidad_Profundidad,-2.770075795181944e-11
Localidad_Arcadia,-2.771592217518929e-11
Localidad_Villa Chicligasta,-2.771692248878599e-11
Localidad_Saco Viejo,-2.7722110349614373e-11
Localidad_Palmar Grande,-2.7731518994602086e-11
Localidad_Wichi,-2.7732908156478525e-11
Localidad_Yanda,-2.773620712811682e-11
Localidad_Quetrequén,-2.77480641926796e-11
Localidad_Averías,-2.776335835923702e-11
Localidad_Tudcum,-2.7771109209348897e-11
Localidad_Colonia Alemana,-2.778166993571852e-11
Localidad_Barrio Fátima,-2.7790514482831587e-11
Localidad_Perdriel,-2.779707082941015e-11
Localidad_Base Orcadas,-2.7824630664238576e-11
Localidad_Carahunco,-2.7831750829378394e-11
Localidad_Caspi Corral,-2.7833492865691653e-11
Localidad_Barrio El Labrador,-2.7845880255119577e-11
Localidad_Pilcaniyeu,-2.785525039497647e-11
Localidad_Villa San Isidro,-2.7885093056908376e-11
Localidad_Ceballos,-2.7907145026584516e-11
Localidad_Kilómetro 115,-2.7932530295769466e-11
Localidad_Los Angeles,-2.793269878293374e-11
Localidad_Tolloche,-2.793695584601533e-11
Localidad_Playas Doradas,-2.7946428725671768e-11
Localidad_Vaca Perdida,-2.7962486612215523e-11
Localidad_Alto de la Sierra,-2.7978616183580865e-11
Localidad_Nahuel Niyeu,-2.7985918798759043e-11
Localidad_Bauer y Sigel,-2.8017014655750548e-11
Localidad_Capivara,-2.8019979318759382e-11
Localidad_Villa Llanquín,-2.8046832952989245e-11
Localidad_Aguada Cecilio,-2.8048161752210165e-11
Localidad_Barrio Esperanza,-2.8056561912354205e-11
Localidad_Villa Alpina,-2.8081548545166876e-11
Localidad_Tecka,-2.80829905149377e-11
Localidad_Pueblo Cazes,-2.809065527010844e-11
Localidad_Villa El Salvador - Villa Sefair,-2.809169917644658e-11
Localidad_Barrio Moño Azul,-2.8099439625301298e-11
Localidad_Aguada Guzmán,-2.810088764110388e-11
Localidad_Villa Bolaños,-2.8141343122506146e-11
Localidad_Reserva Area Protegida El Doradillo,-2.8146276107795838e-11
Localidad_Taruma,-2.814906179086351e-11
Localidad_Talapampa,-2.8160720964711427e-11
Localidad_El Cuy,-2.8179270697426252e-11
Localidad_Barrio Luisillo,-2.8206707173668852e-11
Localidad_La Cuadra,-2.8222829252405946e-11
Localidad_Aldea Apeleg,-2.8241009799708686e-11
Localidad_Villa San Esteban,-2.827044372530477e-11
Localidad_Tilimuqui,-2.8276719501789083e-11
Localidad_Lumbreras,-2.8280202108809062e-11
Localidad_El Volcán,-2.8284225880938138e-11
Localidad_Alto Pelado,-2.8284517082289166e-11
Localidad_Guanaco Muerto,-2.8297004669037268e-11
Localidad_Lago Rosario,-2.8303261587076115e-11
Localidad_Villa El Fachinal - Parque Norte - Guiñazú Norte,-2.832176158010345e-11
Localidad_Las Costas,-2.8337775990196554e-11
Localidad_Caá - Yarí,-2.8349828319965492e-11
Localidad_Fortín Lavalle,-2.836352034517647e-11
Localidad_El Brete,-2.837284855798704e-11
Partido_Albardón,-2.837308471214054e-11
Localidad_Colonia Las Pichanas,-2.837756237400606e-11
Localidad_La Vanguardia,-2.8397553808742152e-11
Localidad_El Médano,-2.840050172294707e-11
Localidad_Castellanos,-2.8410271850988958e-11
Localidad_Copacabana,-2.8410933761513223e-11
Localidad_Bartolomé de las Casas,-2.8424588956643493e-11
Localidad_Lomas Blancas,-2.84295700323905e-11
Localidad_Tres Lagos,-2.8436742859879347e-11
Localidad_Alicia Baja,-2.844316114951392e-11
Localidad_Nueva California,-2.8444145472213203e-11
Localidad_Cruz Caña,-2.845222313516501e-11
Localidad_Juana Koslay,-2.8462213314795495e-11
Localidad_Shaqui,-2.8467165379677693e-11
Localidad_Rosario del Saladillo,-2.8470436571759456e-11
Localidad_El Pedregal,-2.8526186877807888e-11
Localidad_Doctor Ricardo Rojas,-2.8529815009591538e-11
Localidad_Pozuelos,-2.8531213950236886e-11
Localidad_Barrio Finca La Maroma,-2.853423469519433e-11
Localidad_Pueblo Marini,-2.8534600593054355e-11
Localidad_El Chacho,-2.8543224403404843e-11
Localidad_Aurelia,-2.854361599756868e-11
Localidad_Orosmayo,-2.854596856469122e-11
Localidad_Valle Azul,-2.8551113895314866e-11
Localidad_Anisacate,-2.856629213838822e-11
Localidad_El Sauzal,-2.8570801141582332e-11
Localidad_Los Ralos,-2.8573663438406467e-11
Localidad_Ingeniero Chanourdie,-2.8582817826019904e-11
Localidad_Río Chico (Est. Cerro Mesa),-2.8583924944919675e-11
Localidad_Albarellos,-2.8604260575384547e-11
Localidad_Las Plumas,-2.8605784356754947e-11
Localidad_Teniente Berdina,-2.861367114669755e-11
Localidad_Los Cajones,-2.8616615529603028e-11
Localidad_Cayastacito,-2.8624330320377817e-11
Localidad_Paso del Sapo,-2.8625247803704715e-11
Localidad_Puerto Bermejo Nuevo,-2.862825904534006e-11
Localidad_Los Altares,-2.8631523090950198e-11
Localidad_Aldea Spatzenkutter,-2.864021264227016e-11
Localidad_Coneta,-2.8645373900316333e-11
Localidad_Santa María de Oro,-2.865564364324997e-11
Localidad_Comicó,-2.8657593089725568e-11
Localidad_Banco Payaguá,-2.867114923166088e-11
Localidad_Donadeu,-2.8672006851084934e-11
Localidad_Miguel Torres,-2.868014921376753e-11
Localidad_Barrio Rivadavia,-2.8683259966890357e-11
Localidad_La Cabral,-2.869130154236038e-11
Localidad_El Zanjón,-2.8692137245556283e-11
Localidad_Alto Salvador,-2.8696207127402438e-11
Localidad_El Arenal,-2.8710946289958396e-11
Localidad_Taninga,-2.8716087549585667e-11
Localidad_Rio Villegas,-2.8719163839032295e-11
Localidad_Quebracho Ladeado,-2.8725103367882068e-11
Localidad_Villa Quillinzo,-2.8729379628662065e-11
Localidad_Polcos,-2.873117703335303e-11
Localidad_Colonia Victoria,-2.873782676321032e-11
Localidad_El Ceibal,-2.8743108503696176e-11
Localidad_La Loma,-2.8757285125653255e-11
Localidad_Barrio La Barda,-2.87759706171866e-11
Localidad_El Portezuelo,-2.8777880312551555e-11
Localidad_La Libertad,-2.8805837481126462e-11
Partido_Calamuchita,-2.881501101465553e-11
Localidad_Barrio Sadop,-2.8823625017936622e-11
Localidad_Ramón J. Cárcano,-2.882386792472719e-11
Localidad_Coronel Manuel L. Rico,-2.882920477842929e-11
Localidad_San Ignacio (Loteo San Javier),-2.8838734533840483e-11
Localidad_El Cimarrón,-2.8860991562530778e-11
Localidad_Misarrumi,-2.886885877459792e-11
Localidad_Coranzuli,-2.888476306444405e-11
Localidad_Aguada de Guerra,-2.890780880337686e-11
Localidad_Pastos Chicos,-2.891572581791086e-11
Localidad_Colonia Ensayo,-2.8977812018702266e-11
Localidad_Tomas M. Anchorena,-2.8987024230868965e-11
Localidad_Aguas Calientes,-2.8993269302433674e-11
Localidad_La Aguada,-2.9010498372419387e-11
Localidad_Campo La Cruz,-2.9022149187996685e-11
Localidad_Barrio Mar del Plata,-2.9028324456202258e-11
Localidad_Ceibalito,-2.9032044870713926e-11
Localidad_Portón Negro,-2.904160114710465e-11
Localidad_Mencué,-2.9052075369044574e-11
Localidad_Copahue,-2.9080426056070898e-11
Localidad_1º de Mayo,-2.9099806372603907e-11
Localidad_Las Playas,-2.910489118374238e-11
Partido_Chalileo,-2.9145254832725693e-11
Localidad_Facundo,-2.919366564801188e-11
Localidad_Castro Barros,-2.919492258092732e-11
Localidad_Paso de la Laguna,-2.920699750147084e-11
Localidad_Capitán Juan Pagé,-2.920810206766729e-11
Localidad_Pueblo Viejo,-2.921345403354428e-11
Localidad_La Maroma,-2.9218377949739095e-11
Localidad_Colonia Anita,-2.922241530192865e-11
Localidad_Mi Granja,-2.9235601898067116e-11
Localidad_Los Overos,-2.926606695714943e-11
Localidad_El Vergel,-2.92699592269818e-11
Localidad_Tobantirenda,-2.927422415639862e-11
Localidad_Leguizamón,-2.928068502976102e-11
Localidad_Fortín Sargento 1º Leyes,-2.932393022899828e-11
Localidad_San Martín I,-2.935094642953128e-11
Localidad_Alhuampa,-2.9354584968011424e-11
Localidad_Phillips,-2.9375600809508363e-11
Localidad_Amboy,-2.9397563043857916e-11
Localidad_Bañado de Soto,-2.9402424013495264e-11
Localidad_Villa Mazán,-2.941147062472788e-11
Localidad_Parada Labougle,-2.9416253827175936e-11
Localidad_El Salto,-2.9428896199914753e-11
Localidad_Loteo Navea,-2.9429244301373283e-11
Localidad_Villa del Plata,-2.943382424801626e-11
Localidad_Plaza Luxardo,-2.9440105895997076e-11
Localidad_Cabal,-2.9440356135976747e-11
Provincia_SANTA CRUZ,-2.9441421901344014e-11
Localidad_Rocamora,-2.9474040804919724e-11
Localidad_Potrerillo,-2.9485301311322556e-11
Partido_Leandro N. Alem,-2.949030364703681e-11
Localidad_El Mirasol,-2.9526708723079215e-11
Localidad_Loma Alta,-2.953305529392498e-11
Localidad_Arroyo Ventana,-2.9562745987146455e-11
Localidad_Vallecito,-2.960959738222944e-11
Localidad_Olegario V. Andrade,-2.961141117437481e-11
Localidad_Los Nogales,-2.961959911612076e-11
Localidad_Dos de Mayo Núcleo III,-2.962232327789965e-11
Localidad_Cañadón Seco,-2.9640865847051574e-11
Localidad_Gobernador Duval,-2.964591254641802e-11
Localidad_Prahuaniyeu,-2.9656166549229083e-11
Localidad_Bajo Caracoles,-2.966433113832104e-11
Localidad_Capitán Cáceres,-2.966653035696453e-11
Localidad_Rinconada,-2.9678387369498556e-11
Localidad_Gran China,-2.9685452042619526e-11
Localidad_San Agustín,-2.969318488536128e-11
Localidad_Mina 3,-2.969961031288569e-11
Localidad_Villa La Viña,-2.9754518870504395e-11
Localidad_Villa Dominguito (Est. Puntilla Blanca),-2.9757550590915124e-11
Localidad_Rosario de Río Grande,-2.978008847827598e-11
Localidad_Villa Independencia,-2.9798542401956613e-11
Localidad_La Intermedia,-2.980920548015993e-11
Localidad_Carrenleufú,-2.982199516985568e-11
Localidad_El Escorial,-2.982437365707795e-11
Localidad_Damián Maisonave (Est. Simson),-2.9835008834239867e-11
Localidad_Cululú,-2.98412896875507e-11
Localidad_Loventué,-2.984429488408519e-11
Localidad_El Caín,-2.988342614862613e-11
Localidad_Agustoni,-2.9893110541644933e-11
Localidad_Peñas Blancas,-2.99284873570702e-11
Localidad_Punta Colorada,-2.993880043679628e-11
Localidad_Villa Aberastain - La Rinconada,-2.995917637160088e-11
Localidad_Salto Andersen,-2.9977250056768034e-11
Localidad_Gualjaina,-3.000282738181152e-11
Localidad_Nogolí,-3.001123779845649e-11
Partido_General Ocampo,-3.001583107859784e-11
Localidad_Gobernador Gregores,-3.001745524648968e-11
Localidad_Las Ovejas,-3.004195582404622e-11
Localidad_Paso Córdova,-3.005773513660292e-11
Localidad_Guadalcazar,-3.006829642605816e-11
Localidad_Estancia San Pedro,-3.0077089084585455e-11
Localidad_Perú,-3.008093038407007e-11
Localidad_Ñanducita,-3.0185455321176416e-11
Localidad_Lavaisse,-3.0186961296663136e-11
Localidad_Tupelí,-3.0201125434760566e-11
Localidad_San Huberto,-3.0206543192007974e-11
Localidad_La Poma,-3.021246485920628e-11
Partido_La Poma,-3.021246485920628e-11
Localidad_Cienaguita,-3.0218604952535784e-11
Localidad_Yala Laubat,-3.0247022375941793e-11
Localidad_Santa Florentina,-3.0253970776127745e-11
Localidad_Colonia Fiorito,-3.027707022844338e-11
Localidad_Río Juan Gómez,-3.027924280420685e-11
Localidad_General Urquiza,-3.0295084457280714e-11
Localidad_Quehué,-3.035125137425731e-11
Localidad_Segunda Usina,-3.037227441385914e-11
Localidad_Cañada de Machado,-3.037699616796784e-11
Localidad_Km. 11 - Cuarteles,-3.038802916507115e-11
Localidad_Cavour,-3.039249041877922e-11
Localidad_El Turbio (Est. Gobernador Mayer),-3.0398744409893215e-11
Localidad_Las Aguadas,-3.039924515884046e-11
Localidad_Tosno,-3.040641886459993e-11
Localidad_Barrio Cicarelli,-3.041128620680845e-11
Localidad_Los Catutos,-3.0421077974725844e-11
Localidad_Nazareno,-3.042111370192886e-11
Localidad_Blancuntre,-3.043253816939578e-11
Localidad_Virginia,-3.0439796771326294e-11
Localidad_Villa San Miguel,-3.044294205032109e-11
