Provincia,Partido,Localidad,Poblacion,ADSL,Cablemodem,Dial Up,Fibra optica,Satelital,Wireless,Telefonia Fija,3G,4G,Link,Latitud,Longitud
CABA,COMUNA 07,FLORES,164310,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.63680708,-58.45826985
MENDOZA,Junín,Ingeniero Giagnoni,594,SI,--,SI,SI,--,SI,SI,SI,SI,50035010,-33.12477485,-68.42089259
MENDOZA,Junín,Junín,6324,SI,--,SI,SI,--,SI,SI,SI,SI,50035020,-33.14508699,-68.4921156
MENDOZA,Junín,La Colonia,9403,--,--,--,SI,SI,SI,--,SI,SI,50035030,-33.09279948,-68.48749573
MENDOZA,Junín,Los Barriales,4572,SI,--,SI,--,--,SI,SI,SI,SI,50035040,-33.10104052,-68.56752797
MENDOZA,Junín,Medrano,817,--,--,--,--,--,SI,--,--,--,50035050,-33.17629123,-68.62316955
MENDOZA,Junín,Phillips,894,--,--,--,--,--,SI,SI,--,--,50035060,-33.20325071,-68.38322955
CABA,COMUNA 07,PARQUE CHACABUCO,56281,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.63593923,-58.4376956
JUJUY,San Pedro,San Lucas,326,--,--,--,--,--,SI,--,SI,SI,38063170,-24.22575543,-64.86460567
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),59131,SI,SI,--,SI,SI,SI,SI,--,--,38063180,-24.29300714,-64.95245044
JUJUY,San Pedro,Sauzal,416,--,--,--,--,--,--,--,--,--,38063190,-24.2997435,-64.95769839
JUJUY,SANTA BARBARA,El Fuerte,512,--,--,--,--,SI,--,SI,--,SI,38070010,-24.26042087,-64.41035111
JUJUY,SANTA BARBARA,El Piquete,2521,SI,--,--,--,--,SI,SI,SI,SI,38070020,-24.18102412,-64.67900602
JUJUY,SANTA BARBARA,El Talar,2901,--,--,--,--,SI,SI,SI,--,--,38070030,-23.55587866,-64.36146391
JUJUY,SANTA BARBARA,Palma Sola,3791,--,--,--,--,SI,SI,SI,--,SI,38070040,-23.97910158,-64.30664116
CABA,COMUNA 08,VILLA LUGANO,126374,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.67499358,-58.47616298
ENTRE RIOS,La Paz,La Paz,24307,SI,SI,--,SI,--,SI,SI,SI,SI,30070040,-30.7415411,-59.64335352
ENTRE RIOS,La Paz,Piedras Blancas,1362,--,SI,--,SI,--,SI,SI,--,SI,30070050,-31.1859576,-59.95215913
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),2410,--,SI,--,--,SI,SI,SI,SI,SI,30070005,-31.45658897,-59.59913887
ENTRE RIOS,La Paz,San Gustavo,1325,--,--,--,SI,--,SI,SI,SI,SI,30070070,-30.69050672,-59.39945401
JUJUY,SANTA BARBARA,Puente Lavayén,213,--,--,--,--,--,--,--,--,--,38070050,-24.2715033,-64.71469275
CABA,COMUNA 08,VILLA SOLDATI,46779,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.66546884,-58.44652253
CORDOBA,Río Cuarto,Coronel Moldes,9005,SI,--,--,--,--,--,SI,SI,SI,14098100,-33.62308687,-64.59710335
CORDOBA,Río Cuarto,Elena,2985,SI,--,--,SI,--,SI,SI,SI,SI,14098110,-32.57206841,-64.39295184
CORDOBA,Río Cuarto,La Carolina,165,SI,--,--,--,SI,SI,SI,SI,--,14098120,-33.18684337,-64.72511297
CORDOBA,Río Cuarto,La Cautiva,969,--,--,--,--,--,--,SI,--,SI,14098130,-33.97859139,-64.08429895
CORDOBA,Río Cuarto,La Gilda,101,--,--,--,--,--,--,--,--,--,14098140,-33.20829592,-64.2584449
CORDOBA,Río Cuarto,Las Acequias,2201,SI,--,--,SI,--,--,SI,SI,SI,14098150,-33.2822487,-63.97587639
BUENOS AIRES,General Alvarado,Mar del Sur,453,--,--,SI,--,--,SI,SI,SI,SI,6280020,-38.34468815,-57.99203931
BUENOS AIRES,General Alvarado,Mechongué,1307,SI,--,--,--,--,SI,SI,SI,SI,6280030,-38.14865451,-58.22301211
BUENOS AIRES,General Alvarado,Miramar,29433,SI,SI,SI,SI,SI,SI,SI,SI,SI,6280040,-38.27074293,-57.84047146
BUENOS AIRES,General Alvear,General Alvear,9812,--,--,--,--,--,--,SI,SI,SI,6287010,-36.02293843,-60.01479357
BUENOS AIRES,General Arenales,Arribeños,2910,SI,SI,SI,SI,--,SI,SI,SI,SI,6294010,-34.21015426,-61.3548578
BUENOS AIRES,General Arenales,Ascensión,4179,SI,SI,--,--,--,SI,SI,SI,SI,6294020,-34.2368759,-61.10361388
BUENOS AIRES,General Arenales,Estación Arenales,90,--,--,--,--,--,--,--,--,--,6294030,-34.26984559,-61.29267181
BUENOS AIRES,General Arenales,Ferré,2004,--,SI,--,SI,--,SI,SI,SI,SI,6294040,-34.12503838,-61.13265489
BUENOS AIRES,General Arenales,General Arenales,4321,--,SI,SI,SI,--,SI,SI,SI,SI,6294050,-34.30446797,-61.30562778
BUENOS AIRES,General Arenales,La Angelita,265,SI,--,--,--,--,SI,SI,--,--,6294060,-34.26087407,-60.96859882
BUENOS AIRES,Morón,Castelar,107962,SI,SI,--,SI,--,SI,SI,SI,SI,6568010,-34.6644131,-58.64564271
BUENOS AIRES,Morón,El Palomar,59312,SI,SI,SI,SI,SI,SI,SI,SI,SI,6568010,-34.61770717,-58.60153304
BUENOS AIRES,Morón,Haedo,39511,SI,SI,SI,SI,--,SI,SI,SI,SI,6568010,-34.64406612,-58.59781762
BUENOS AIRES,Morón,Moron,96240,SI,SI,SI,SI,SI,SI,SI,SI,SI,6568010,-34.66522272,-58.6190557
BUENOS AIRES,Morón,Villa Sarmiento,18082,SI,SI,SI,SI,SI,SI,SI,SI,SI,6568010,-34.63465965,-58.57157571
BUENOS AIRES,Navarro,José Juan Almeyra,207,--,--,--,--,--,SI,--,--,--,6574010,-34.92326434,-59.54225194
BUENOS AIRES,Navarro,Las Marianas,485,--,--,--,--,--,SI,--,--,--,6574020,-35.05392638,-59.51310118
CABA,COMUNA 11,VILLA GENERAL MITRE,34713,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.61002895,-58.46894255
CORDOBA,Río Cuarto,Las Albahacas,287,SI,--,--,--,--,--,SI,--,SI,14098160,-32.89249338,-64.84359152
CORDOBA,Río Cuarto,Las Higueras,6038,SI,SI,--,SI,--,--,SI,SI,SI,14098170,-33.08924222,-64.28682277
CORDOBA,Río Cuarto,Las Peñas,145,SI,--,--,--,--,SI,SI,SI,SI,14098180,-32.53485119,-64.1052292
CORDOBA,Río Cuarto,Las Vertientes,766,SI,--,--,SI,--,--,SI,SI,SI,14098190,-33.28394639,-64.57814623
CORDOBA,Río Cuarto,Malena,368,--,--,--,--,--,--,SI,--,SI,14098200,-33.48934109,-64.43200081
CORDOBA,Río Cuarto,Monte de los Gauchos,675,--,--,--,--,--,--,SI,--,SI,14098210,-33.63688796,-63.89000688
CORDOBA,Río Cuarto,Paso del Durazno,32,--,--,--,--,--,--,--,--,SI,14098220,-33.17006844,-64.04963077
CORDOBA,Río Cuarto,Río Cuarto,157010,SI,SI,SI,SI,SI,SI,SI,SI,SI,14098230,-33.12426312,-64.3487377
CORDOBA,Río Cuarto,Sampacho,7716,SI,--,--,SI,--,SI,SI,SI,SI,14098240,-33.3845383,-64.72198495
CORDOBA,Río Cuarto,San Basilio,3160,SI,--,--,SI,SI,--,SI,SI,SI,14098250,-33.49785425,-64.31518282
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),3860,SI,--,--,--,--,--,SI,SI,SI,14098260,-33.20593845,-64.43481645
CORDOBA,Río Cuarto,Suco,292,--,--,--,--,--,--,SI,SI,SI,14098270,-33.43947297,-64.83166109
CORDOBA,Río Cuarto,Tosquitas,414,--,--,--,--,--,--,SI,SI,SI,14098280,-33.81882482,-64.45693274
CORDOBA,Río Cuarto,Vicuña Mackenna,10021,SI,SI,--,SI,SI,--,SI,SI,SI,14098290,-33.91723575,-64.39022227
CORDOBA,Río Cuarto,Villa El Chacay,81,--,--,--,--,--,--,SI,--,SI,14098300,-32.89372666,-64.86751408
CORDOBA,Río Cuarto,Villa Santa Eugenia,126,--,--,--,--,--,--,--,--,--,14098310,-32.66510664,-64.74150181
CORDOBA,Río Cuarto,Washington,608,--,--,--,--,--,SI,SI,SI,SI,14098320,-33.87336764,-64.68861822
CORDOBA,Río Primero,Atahona,88,--,--,--,--,--,--,--,--,--,14105010,-30.90353162,-63.70556512
CORDOBA,Río Primero,Cañada de Machado,178,--,--,--,--,--,SI,--,--,--,14105020,-31.42892427,-63.58702645
ENTRE RIOS,La Paz,Santa Elena,17791,SI,SI,--,--,--,SI,SI,SI,SI,30070080,-30.94665896,-59.78828504
ENTRE RIOS,La Paz,Sir Leonard,281,--,--,--,--,--,--,--,--,--,30070090,-31.38966795,-59.50321238
ENTRE RIOS,Nogoyá,Aranguren,1571,--,SI,--,--,SI,SI,SI,--,SI,30077010,-32.24431301,-60.16279882
ENTRE RIOS,Nogoyá,Betbeder,145,--,--,--,--,--,SI,--,--,--,30077020,-32.37410087,-59.9380818
ENTRE RIOS,Nogoyá,Don Cristóbal,29,--,--,--,--,--,SI,SI,--,--,30077030,-32.0752594,-59.99432302
ENTRE RIOS,Nogoyá,Febré,121,--,--,--,--,--,SI,SI,--,--,30077040,-32.4774516,-59.92171173
ENTRE RIOS,Nogoyá,Hernández,1510,SI,--,--,--,SI,SI,SI,SI,SI,30077050,-32.3380693,-60.03014048
ENTRE RIOS,Nogoyá,Lucas González,4364,SI,--,--,--,--,SI,SI,SI,SI,30077060,-32.38592895,-59.53130046
ENTRE RIOS,Nogoyá,Nogoyá,22824,SI,--,--,--,--,SI,SI,SI,SI,30077070,-32.39564164,-59.78807642
ENTRE RIOS,Nogoyá,XX de Setiembre,178,--,--,--,--,--,SI,SI,--,--,30077080,-32.38662414,-59.66307366
ENTRE RIOS,Paraná,Aldea María Luisa,773,--,--,--,--,--,SI,SI,--,SI,30084010,-31.88472923,-60.40874569
ENTRE RIOS,Paraná,Aldea San Juan,66,--,--,--,--,--,--,--,--,--,30084015,-31.99822374,-60.35838199
ENTRE RIOS,Paraná,Aldea San Rafael,144,--,--,--,--,--,SI,SI,--,--,30084020,-31.95982995,-60.25587555
ENTRE RIOS,Paraná,Aldea Santa María,302,--,--,--,--,--,--,SI,--,--,30084030,-31.61287019,-60.00707218
ENTRE RIOS,Paraná,Aldea Santa Rosa,71,--,--,--,--,--,--,--,--,--,30084040,-32.01645446,-60.24110735
ENTRE RIOS,Paraná,Cerrito,5310,SI,SI,--,--,SI,SI,SI,SI,SI,30084050,-31.58217112,-60.07402231
JUJUY,Susques,Puesto Sey,94,--,--,--,SI,--,--,--,--,--,38084080,-23.95845506,-66.4953541
JUJUY,Susques,San Juan de Quillaqués,72,--,--,--,SI,SI,--,SI,--,--,38084090,-23.1460648,-66.24853749
JUJUY,Susques,Susques,1611,--,--,--,SI,SI,SI,SI,--,SI,38084100,-23.39975252,-66.3674477
JUJUY,Tilcara,Colonia San José,274,--,--,--,--,--,--,--,--,--,38094010,-23.40235447,-65.39104516
JUJUY,Tilcara,Huacalera,712,--,--,--,SI,--,--,--,--,--,38094020,-23.43416426,-65.35133414
JUJUY,Tilcara,Juella,200,--,--,--,--,--,--,SI,--,--,38094030,-23.50253872,-65.43189621
JUJUY,Tilcara,Maimará,3353,--,--,--,SI,SI,SI,SI,--,SI,38094040,-23.62081301,-65.40786004
JUJUY,Tilcara,Tilcara,4691,--,--,--,SI,SI,SI,SI,SI,SI,38094050,-23.57035201,-65.39407934
JUJUY,Tilcara,Yacoraite,0,--,--,--,--,--,--,--,--,--,38094040,-23.40235447,-65.39104516
JUJUY,Tumbaya,Bárcena,139,--,--,--,--,--,SI,--,--,--,38098010,-23.96947419,-65.44647765
JUJUY,Tumbaya,El Moreno,154,--,--,--,--,--,--,--,--,--,38098020,-23.84185833,-65.83000875
JUJUY,Tumbaya,Puerta de Colorados,28,--,--,--,--,--,--,--,--,--,38098025,-23.56138911,-65.69123063
JUJUY,Tumbaya,Purmamarca,891,SI,--,--,--,--,SI,SI,--,SI,38098030,-23.74099806,-65.50524123
JUJUY,Tumbaya,Tumbaya,428,--,--,--,--,--,SI,SI,--,SI,38098040,-23.85230341,-65.46725467
JUJUY,Tumbaya,Volcán,1121,--,--,--,--,--,SI,SI,--,SI,38098050,-23.91387268,-65.46309868
JUJUY,Valle Grande,Caspalá,225,--,--,--,--,--,--,--,--,--,38105010,-23.35723629,-65.11839974
JUJUY,Valle Grande,Pampichuela,130,--,--,--,--,--,--,SI,--,--,38105020,-23.55440938,-65.05280726
JUJUY,Valle Grande,San Francisco,504,--,--,--,--,--,--,SI,--,--,38105030,-23.61746641,-64.95486123
JUJUY,Valle Grande,Santa Ana,416,--,--,--,--,SI,--,SI,--,--,38105040,-23.35766131,-64.98792324
JUJUY,Valle Grande,Valle Colorado,146,--,--,--,--,--,--,SI,--,--,38105050,-23.45701032,-64.94374405
JUJUY,Valle Grande,Valle Grande,538,--,--,--,--,--,--,SI,--,--,38105060,-23.47554025,-64.94700015
LA PAMPA,Capital,Anguil,1705,--,SI,--,SI,SI,SI,SI,SI,SI,42021010,-36.52792263,-64.0105559
LA PAMPA,Capital,Santa Rosa,102860,SI,SI,SI,SI,SI,SI,SI,SI,SI,42021020,-36.6182898,-64.29167704
LA PAMPA,Catriló,Catriló,3955,--,SI,SI,SI,SI,--,SI,SI,SI,42028010,-36.40774073,-63.42312365
LA PAMPA,Catriló,La Gloria,46,--,--,--,--,--,--,--,--,--,42028020,-36.50791772,-63.74440831
LA PAMPA,Catriló,Lonquimay,1680,--,SI,--,SI,SI,--,SI,SI,SI,42028030,-36.46762634,-63.62372234
LA PAMPA,Catriló,Uriburu,964,--,SI,--,SI,SI,SI,SI,SI,SI,42028040,-36.50775747,-63.86263077
LA PAMPA,Chalileo,Santa Isabel,2526,--,--,SI,--,SI,SI,SI,SI,--,42049010,-36.22985856,-66.94166969
LA PAMPA,Chapaleufú,Bernardo Larroude,1499,--,--,SI,SI,SI,SI,SI,--,--,42056010,-35.02407661,-63.58147868
LA PAMPA,Chapaleufú,Ceballos,323,--,--,--,SI,SI,SI,SI,--,--,42056020,-35.290485,-63.77586064
SANTIAGO DEL ESTERO,Capital,Vuelta de la Barranca,219,--,--,--,--,--,SI,--,SI,SI,86049120,-27.8528,-64.23
MENDOZA,Junín,Rodríguez Peña,751,--,--,--,--,--,SI,SI,--,SI,50035070,-33.12115192,-68.60468002
MENDOZA,La Paz,Desaguadero,424,--,--,--,--,--,--,SI,SI,SI,50042010,-33.40522658,-67.16416644
MENDOZA,La Paz,La Paz,7872,SI,--,--,SI,--,SI,SI,SI,SI,50042020,-33.46101932,-67.55957853
MENDOZA,La Paz,Villa Antigua,311,--,--,--,--,--,--,--,--,--,50042030,-33.46451564,-67.6055785
MENDOZA,Las Heras,Blanco Encalada,555,--,--,--,--,--,--,SI,--,--,50049010,-33.03554854,-69.00653159
MENDOZA,Las Heras,Capdeville,5103,--,--,--,--,--,--,--,--,SI,50049040,-32.72487793,-68.90855849
MENDOZA,Las Heras,El Algarrobal,0,--,--,--,--,--,--,--,SI,SI,50049040,-32.83274875,-68.7957179
MENDOZA,Las Heras,El Borbollon,0,--,--,--,--,--,--,--,SI,SI,50049040,-32.8069208,-68.7772865
MENDOZA,Las Heras,EL CHALLAO,0,--,--,--,SI,--,--,--,--,--,50049040,-32.81875071,-68.91643207
MENDOZA,Las Heras,EL PLUMERILLO,0,--,--,--,SI,--,--,--,SI,SI,50049040,-32.84683586,-68.81914745
MENDOZA,Las Heras,EL RESGUARDO,0,--,--,--,SI,--,--,--,SI,--,50049040,-32.76504999,-68.79130473
MENDOZA,Las Heras,EL ZAPALLAR,0,--,--,--,SI,--,--,--,SI,SI,50049040,-32.85555377,-68.82803178
MENDOZA,Las Heras,Jocolí,804,--,--,--,--,--,--,SI,SI,SI,50049030,-32.58431909,-68.68080881
MENDOZA,Las Heras,La Cieneguita,0,--,--,--,--,--,--,--,SI,SI,50049040,-32.84445805,-68.86462065
MENDOZA,Las Heras,Las Cuevas,8,--,--,--,--,--,--,--,SI,SI,50049040,-32.80796194,-70.08518243
RIO NEGRO,San Antonio,Las Grutas,4807,SI,--,SI,SI,SI,--,SI,SI,SI,62077010,-40.80609332,-65.08470198
RIO NEGRO,San Antonio,Playas Doradas,194,--,--,--,--,--,SI,--,--,--,62077020,-41.62767879,-65.0236746
RIO NEGRO,San Antonio,Puerto San Antonio Este,381,SI,--,--,SI,SI,SI,SI,--,--,62077030,-40.80088155,-64.87789742
RIO NEGRO,San Antonio,Punta Colorada,4,--,--,--,--,--,SI,--,--,--,62077040,-41.6941222,-65.02455734
RIO NEGRO,San Antonio,Saco Viejo,8,--,--,--,--,--,SI,--,--,--,62077045,-40.81100468,-64.75811294
RIO NEGRO,San Antonio,San Antonio Oeste,16265,SI,--,SI,SI,SI,SI,SI,SI,SI,62077050,-40.73129453,-64.95529413
RIO NEGRO,San Antonio,Sierra Grande,7404,SI,--,SI,SI,SI,SI,SI,SI,SI,62077060,-41.60718633,-65.35340174
RIO NEGRO,Valcheta,Aguada Cecilio,155,--,--,--,SI,--,--,--,--,--,62084010,-40.84787378,-65.83932746
RIO NEGRO,Valcheta,Arroyo Los Berros,168,--,--,--,--,SI,--,--,--,--,62084020,-41.43725364,-66.09507732
RIO NEGRO,Valcheta,Arroyo Ventana,30,--,--,--,--,SI,--,SI,--,--,62084030,-41.66539378,-66.08601356
RIO NEGRO,Valcheta,Nahuel Niyeu,32,--,--,--,SI,--,--,--,--,--,62084040,-40.50419832,-66.565753
RIO NEGRO,Valcheta,Sierra Pailemán,74,--,--,--,--,SI,--,SI,--,--,62084050,-41.18127145,-65.96142925
RIO NEGRO,Valcheta,Valcheta,3867,--,--,--,SI,SI,SI,SI,--,SI,62084060,-40.67786178,-66.16532614
SALTA,Anta,Apolinario Saravia,6730,--,SI,--,SI,SI,SI,SI,SI,SI,66007010,-24.44021176,-64.00033614
SALTA,Anta,Ceibalito,176,--,--,--,SI,--,--,--,--,--,66007020,-25.12786036,-64.28967351
SAN LUIS,Junín,Santa Rosa del Conlara,5511,SI,--,--,SI,--,SI,SI,SI,SI,74049070,-32.34230815,-65.20712066
SAN LUIS,Junín,Talita,50,--,--,--,--,SI,SI,--,--,--,74049080,-32.24812031,-65.58387341
SAN LUIS,La Capital,Alto Pelado,119,--,--,--,--,--,SI,--,--,--,74056010,-33.84250291,-66.13759931
SAN LUIS,La Capital,Alto Pencoso,272,--,--,--,SI,--,SI,SI,--,SI,74056020,-33.43063638,-66.92796691
SAN LUIS,La Capital,Balde,589,--,--,--,SI,SI,SI,--,--,SI,74056030,-33.34326956,-66.62604742
SAN LUIS,La Capital,Beazley,957,--,--,--,--,--,SI,--,--,--,74056040,-33.75773411,-66.64596003
SAN LUIS,La Capital,Boca Del Tigre,0,--,--,--,--,--,--,--,--,--,74056070,-33.36877796,-66.40741813
SAN LUIS,La Capital,Cazador,100,--,--,--,--,--,SI,--,--,--,74056050,-33.85765848,-66.36961507
SAN LUIS,La Capital,Cerro Colorado,0,--,--,--,--,--,--,--,--,--,74056070,-33.25509553,-66.22865483
SAN LUIS,La Capital,Charlone,0,--,--,--,--,--,--,--,--,--,74056070,-33.83390985,-66.31974916
SAN LUIS,La Capital,Chosmes,47,--,--,--,--,--,SI,--,SI,SI,74056060,-33.39599689,-66.74639738
SAN LUIS,La Capital,CRUZ DE PIEDRA,0,--,--,--,--,--,--,--,--,--,74056070,-33.26626675,-66.21714952
SAN LUIS,La Capital,Daniel Donovan,0,--,--,--,--,--,--,--,--,--,74056070,-33.34204643,-66.22889419
SAN LUIS,La Capital,Desaguadero,96,--,--,--,SI,--,SI,--,--,--,74056070,-33.40045853,-67.14808221
SAN LUIS,La Capital,El Charabon,0,--,--,--,--,--,--,--,--,--,74056070,-33.5760067,-66.16051798
SAN LUIS,La Capital,El Chorrillo,0,--,--,--,--,--,--,--,SI,SI,74056070,-33.28894845,-66.25804063
SAN LUIS,La Capital,El Volcán,1775,--,SI,--,SI,--,SI,SI,--,--,74056080,-33.25129661,-66.1877023
SAN LUIS,La Capital,Estancia Grande,0,--,--,--,--,--,--,--,--,--,74056070,-33.21809147,-66.17707132
SAN LUIS,La Capital,Jarilla,46,--,--,--,--,--,SI,--,--,--,74056090,-33.39865834,-67.02742955
SAN LUIS,La Capital,Juan W. Gez,0,--,--,--,--,--,--,--,--,--,74056070,-33.39097521,-66.13228318
SAN LUIS,La Capital,Juana Koslay,12467,SI,--,SI,SI,--,SI,SI,--,--,74056100,-33.28894845,-66.25804063
SAN LUIS,Libertador Grl. San Martín,La Cocha,0,--,--,--,--,--,--,--,--,--,74063010,-32.62628611,-65.4195124
SAN LUIS,Libertador Grl. San Martín,La Ramada,0,--,--,--,--,--,SI,--,--,--,74063020,-32.69361676,-65.57906863
SANTA FE,Iriondo,Carrizales (Est. Clarke),1041,SI,SI,--,--,--,--,SI,--,SI,82056040,-32.51128716,-61.03051479
SANTA FE,Iriondo,Classon,484,--,--,--,SI,--,SI,SI,SI,SI,82056050,-32.46342031,-61.29104341
SANTA FE,Iriondo,Colonia Médici,13,--,--,--,--,--,SI,--,--,--,82056060,-32.59889033,-61.37671217
SANTA FE,Iriondo,Correa,5792,SI,SI,--,SI,--,SI,SI,SI,SI,82056070,-32.84946108,-61.25455691
SANTA FE,Iriondo,Larguía,54,--,--,--,--,--,SI,--,--,--,82056080,-32.54916,-61.21709442
SANTA FE,Iriondo,Lucio V. López,485,--,SI,--,--,--,SI,SI,--,SI,82056090,-32.7145757,-61.0180654
SANTA FE,Iriondo,Oliveros,3800,SI,--,--,SI,SI,--,--,SI,SI,82056100,-32.57582152,-60.85535153
SANTA FE,Iriondo,Pueblo Andino,1784,--,SI,--,--,--,SI,SI,SI,SI,82056110,-32.67179142,-60.87618067
SANTA FE,Iriondo,Salto Grande,1944,SI,--,--,--,--,SI,SI,SI,SI,82056120,-32.66802205,-61.08904865
SANTA FE,Iriondo,Serodino,3263,SI,--,--,SI,--,SI,SI,--,SI,82056130,-32.60557408,-60.94817627
SANTA FE,Iriondo,Totoras,9054,SI,--,--,SI,--,SI,SI,SI,SI,82056140,-32.58635155,-61.16732926
SANTA FE,Iriondo,Villa Eloísa,2820,SI,--,--,SI,--,SI,SI,SI,SI,82056150,-32.96432416,-61.54783333
SANTA FE,Iriondo,Villa La Rivera (Oliveros),82,--,--,--,--,--,SI,--,--,--,82056160,-32.63343123,-60.82087767
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),326,--,--,--,--,SI,SI,--,--,--,82056170,-32.64138588,-60.82341837
SANTIAGO DEL ESTERO,Alberdi,Donadeu,559,--,--,--,SI,--,--,--,--,--,86014030,-26.71841826,-62.6879638
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,2777,--,--,--,SI,SI,--,SI,--,SI,86014040,-26.64959679,-61.78714974
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,313,--,--,--,SI,--,SI,--,--,--,86014050,-26.69208819,-63.55849016
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,418,--,--,--,SI,SI,--,--,--,SI,86021010,-28.49895708,-63.90772574
SANTIAGO DEL ESTERO,Atamisqui,Medellín,565,--,--,--,SI,SI,SI,--,--,--,86021020,-28.66755834,-63.70419647
SANTIAGO DEL ESTERO,Atamisqui,Villa Atamisqui,3289,--,--,--,SI,SI,SI,SI,SI,SI,86021030,-28.51008013,-63.73952241
SANTIAGO DEL ESTERO,Avellaneda,Colonia Dora,3364,SI,SI,--,SI,SI,SI,SI,SI,SI,86028010,-28.60031696,-62.87210125
SANTIAGO DEL ESTERO,Avellaneda,Herrera,1894,--,SI,--,SI,SI,--,SI,SI,SI,86028020,-28.48584513,-62.992647
SANTIAGO DEL ESTERO,Avellaneda,Icaño,1975,--,SI,--,SI,SI,SI,SI,--,SI,86028030,-28.6807239,-62.79898207
SANTIAGO DEL ESTERO,Avellaneda,Lugones,1222,--,SI,--,SI,SI,--,SI,SI,SI,86028040,-28.3418852,-63.27066919
SANTIAGO DEL ESTERO,Avellaneda,Real Sayana,1412,--,SI,--,SI,--,--,--,SI,SI,86028050,-28.81512949,-62.76103455
TUCUMAN,Cruz Alta,San Andrés,3153,SI,--,--,SI,--,--,SI,--,SI,90014130,-26.88849693,-65.19634018
TUCUMAN,Cruz Alta,Villa Recaste,0,--,--,--,--,--,--,--,SI,SI,90014090,-26.8868084,-65.0074356
TUCUMAN,Cruz Alta,Villa Tercera,0,--,--,--,--,--,--,--,--,--,90014090,-26.89146927,-65.01318221
TUCUMAN,Famaillá,Barrio Casa Rosada,1141,--,--,--,--,--,--,--,--,SI,90028010,-27.04305939,-65.42914356
TUCUMAN,Famaillá,Campo de Herrera,890,--,--,--,--,--,--,--,--,SI,90028020,-27.02560267,-65.34647185
TUCUMAN,Famaillá,Ex Ingenio Nueva Baviera,0,--,--,--,--,--,--,--,SI,SI,90028020,-27.06973718,-65.39990116
TUCUMAN,Famaillá,Famaillá,22924,SI,--,--,SI,SI,SI,SI,SI,SI,90028030,-27.04504563,-65.39563599
TUCUMAN,Famaillá,Ingenio Fronterita,13,--,--,--,--,--,--,--,--,--,90028040,-27.03547073,-65.45561641
TUCUMAN,Graneros,Graneros,2375,--,--,--,--,SI,SI,SI,SI,SI,90035010,-27.64852456,-65.43892168
TUCUMAN,Graneros,Lamadrid,2841,--,--,--,SI,SI,SI,SI,SI,SI,90035020,-27.64661431,-65.25049272
TUCUMAN,Graneros,Taco Ralo,1241,--,--,--,--,--,SI,SI,SI,SI,90035030,-27.83506838,-65.19460177
TUCUMAN,Juan Bautista Alberdi,Juan Bautista Alberdi,18430,SI,--,--,--,SI,--,SI,SI,SI,90042010,-27.5859774,-65.62084368
TUCUMAN,Juan Bautista Alberdi,Villa Belgrano,1205,--,--,--,--,--,--,SI,--,--,90042020,-27.52714085,-65.61461284
TUCUMAN,La Cocha,La Cocha,6578,SI,--,--,--,SI,SI,SI,SI,SI,90049010,-27.77300484,-65.58645684
TUCUMAN,La Cocha,San José de La Cocha,123,--,--,--,--,SI,SI,--,--,--,90049020,-27.7315967,-65.58275952
SANTA FE,Rosario,Pérez,26448,SI,--,--,SI,SI,SI,SI,SI,SI,82084210,-32.99881117,-60.77215921
SANTA FE,Rosario,Piñero (Est. Erasto),1146,--,SI,--,SI,--,--,--,--,SI,82084220,-33.1112071,-60.79649616
SANTA FE,Rosario,Pueblo Esther,6789,SI,--,--,SI,SI,--,SI,SI,SI,82084230,-33.07309694,-60.57891954
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),497,--,SI,--,--,--,--,SI,--,SI,82084240,-33.17448335,-60.89713984
SANTA FE,Rosario,Pueblo Uranga,856,SI,--,--,SI,--,SI,SI,--,SI,82084250,-33.26453,-60.70833459
SANTA FE,Rosario,Puerto Arroyo Seco,413,--,--,--,--,--,--,--,--,SI,82084260,-33.13151135,-60.50788847
SANTA FE,Rosario,Rosario,948312,SI,SI,SI,SI,SI,SI,SI,SI,SI,82084270,-32.95381426,-60.65153794
SANTA FE,Rosario,Soldini,2577,SI,SI,--,--,--,--,SI,SI,SI,82084280,-33.02398684,-60.75618832
SANTA FE,Rosario,Villa Amelia,835,SI,SI,--,SI,--,SI,SI,--,--,82084290,-33.17719291,-60.66772973
SANTA FE,Rosario,Villa del Plata,259,--,--,--,SI,--,--,SI,--,--,82084300,-33.12717696,-60.70902822
SANTA FE,Rosario,Villa Gobernador Gálvez,80769,SI,SI,--,SI,--,SI,SI,SI,SI,82084310,-33.02240786,-60.63364226
